-15.784618 0.394734 0.317299 
-15.785272 0.363674 0.285758 
-15.785020 0.371456 0.284355 
-15.785016 0.368306 0.284103 
-15.784913 0.369475 0.284069 
-15.784848 0.369022 0.284064 
-15.784768 0.369192 0.284062 
-15.784693 0.369125 0.284062 
-15.784617 0.369148 0.284061 
-15.784541 0.369137 0.284061 
-15.784465 0.369139 0.284060 
-15.784389 0.369135 0.284060 
-15.784313 0.369134 0.284060 
-15.784237 0.369132 0.284059 
-15.784162 0.369131 0.284059 
-15.784086 0.369129 0.284058 
-15.784010 0.369127 0.284058 
-15.783934 0.369125 0.284057 
-15.783858 0.369124 0.284057 
-15.783782 0.369122 0.284056 
-15.783706 0.369120 0.284056 
-15.783630 0.369119 0.284055 
-15.783554 0.369117 0.284055 
-15.783478 0.369115 0.284054 
-15.783402 0.369113 0.284054 
-15.783326 0.369112 0.284054 
-15.783250 0.369110 0.284053 
-15.783174 0.369108 0.284053 
-15.783099 0.369106 0.284052 
-15.783023 0.369105 0.284052 
-15.782947 0.369103 0.284051 
-15.782871 0.369101 0.284051 
-15.782795 0.369099 0.284050 
-15.782719 0.369098 0.284050 
-15.782643 0.369096 0.284049 
-15.782567 0.369094 0.284049 
-15.782491 0.369093 0.284048 
-15.782415 0.369091 0.284048 
-15.782339 0.369089 0.284048 
-15.782263 0.369087 0.284047 
-15.782188 0.369086 0.284047 
-15.782112 0.369084 0.284046 
-15.782036 0.369082 0.284046 
-15.781960 0.369080 0.284045 
-15.781884 0.369079 0.284045 
-15.781808 0.369077 0.284044 
-15.781732 0.369075 0.284044 
-15.781656 0.369073 0.284043 
-15.781580 0.369072 0.284043 
-15.781504 0.369070 0.284042 
-15.781428 0.369068 0.284042 
-15.781352 0.369067 0.284042 
-15.781277 0.369065 0.284041 
-15.781201 0.369063 0.284041 
-15.781125 0.369061 0.284040 
-15.781049 0.369060 0.284040 
-15.780973 0.369058 0.284039 
-15.780897 0.369056 0.284039 
-15.780821 0.369054 0.284038 
-15.780745 0.369053 0.284038 
-15.780669 0.369051 0.284037 
-15.780593 0.369049 0.284037 
-15.780518 0.369047 0.284036 
-15.780442 0.369046 0.284036 
-15.780366 0.369044 0.284036 
-15.780290 0.369042 0.284035 
-15.780214 0.369041 0.284035 
-15.780138 0.369039 0.284034 
-15.780062 0.369037 0.284034 
-15.779986 0.369035 0.284033 
-15.779910 0.369034 0.284033 
-15.779834 0.369032 0.284032 
-15.779759 0.369030 0.284032 
-15.779683 0.369028 0.284031 
-15.779607 0.369027 0.284031 
-15.779531 0.369025 0.284030 
-15.779455 0.369023 0.284030 
-15.779379 0.369021 0.284030 
-15.779303 0.369020 0.284029 
-15.779227 0.369018 0.284029 
-15.779151 0.369016 0.284028 
-15.779076 0.369015 0.284028 
-15.779000 0.369013 0.284027 
-15.778924 0.369011 0.284027 
-15.778848 0.369009 0.284026 
-15.778772 0.369008 0.284026 
-15.778696 0.369006 0.284025 
-15.778620 0.369004 0.284025 
-15.778544 0.369002 0.284024 
-15.778468 0.369001 0.284024 
-15.778393 0.368999 0.284024 
-15.778317 0.368997 0.284023 
-15.778241 0.368995 0.284023 
-15.778165 0.368994 0.284022 
-15.778089 0.368992 0.284022 
-15.778013 0.368990 0.284021 
-15.777937 0.368989 0.284021 
-15.777861 0.368987 0.284020 
-15.777785 0.368985 0.284020 
-15.777710 0.368983 0.284019 
-15.777634 0.368982 0.284019 
-15.777558 0.368980 0.284019 
-15.777482 0.368978 0.284018 
-15.777406 0.368976 0.284018 
-15.777330 0.368975 0.284017 
-15.777254 0.368973 0.284017 
-15.777178 0.368971 0.284016 
-15.777103 0.368970 0.284016 
-15.777027 0.368968 0.284015 
-15.776951 0.368966 0.284015 
-15.776875 0.368964 0.284014 
-15.776799 0.368963 0.284014 
-15.776723 0.368961 0.284013 
-15.776647 0.368959 0.284013 
-15.776571 0.368957 0.284013 
-15.776496 0.368956 0.284012 
-15.776420 0.368954 0.284012 
-15.776344 0.368952 0.284011 
-15.776268 0.368950 0.284011 
-15.776192 0.368949 0.284010 
-15.776116 0.368947 0.284010 
-15.776040 0.368945 0.284009 
-15.775965 0.368944 0.284009 
-15.775889 0.368942 0.284008 
-15.775813 0.368940 0.284008 
-15.775737 0.368938 0.284007 
-15.775661 0.368937 0.284007 
-15.775585 0.368935 0.284007 
-15.775509 0.368933 0.284006 
-15.775433 0.368931 0.284006 
-15.775358 0.368930 0.284005 
-15.775282 0.368928 0.284005 
-15.775206 0.368926 0.284004 
-15.775130 0.368924 0.284004 
-15.775054 0.368923 0.284003 
-15.774978 0.368921 0.284003 
-15.774902 0.368919 0.284002 
-15.774827 0.368918 0.284002 
-15.774751 0.368916 0.284001 
-15.774675 0.368914 0.284001 
-15.774599 0.368912 0.284001 
-15.774523 0.368911 0.284000 
-15.774447 0.368909 0.284000 
-15.774371 0.368907 0.283999 
-15.774296 0.368905 0.283999 
-15.774220 0.368904 0.283998 
-15.774144 0.368902 0.283998 
-15.774068 0.368900 0.283997 
-15.773992 0.368898 0.283997 
-15.773916 0.368897 0.283996 
-15.773841 0.368895 0.283996 
-15.773765 0.368893 0.283995 
-15.773689 0.368892 0.283995 
-15.773613 0.368890 0.283995 
-15.773537 0.368888 0.283994 
-15.773461 0.368886 0.283994 
-15.773385 0.368885 0.283993 
-15.773310 0.368883 0.283993 
-15.773234 0.368881 0.283992 
-15.773158 0.368879 0.283992 
-15.773082 0.368878 0.283991 
-15.773006 0.368876 0.283991 
-15.772930 0.368874 0.283990 
-15.772855 0.368873 0.283990 
-15.772779 0.368871 0.283990 
-15.772703 0.368869 0.283989 
-15.772627 0.368867 0.283989 
-15.772551 0.368866 0.283988 
-15.772475 0.368864 0.283988 
-15.772400 0.368862 0.283987 
-15.772324 0.368860 0.283987 
-15.772248 0.368859 0.283986 
-15.772172 0.368857 0.283986 
-15.772096 0.368855 0.283985 
-15.772020 0.368853 0.283985 
-15.771944 0.368852 0.283984 
-15.771869 0.368850 0.283984 
-15.771793 0.368848 0.283984 
-15.771717 0.368847 0.283983 
-15.771641 0.368845 0.283983 
-15.771565 0.368843 0.283982 
-15.771490 0.368841 0.283982 
-15.771414 0.368840 0.283981 
-15.771338 0.368838 0.283981 
-15.771262 0.368836 0.283980 
-15.771186 0.368834 0.283980 
-15.771110 0.368833 0.283979 
-15.771035 0.368831 0.283979 
-15.770959 0.368829 0.283978 
-15.770883 0.368828 0.283978 
-15.770807 0.368826 0.283978 
-15.770731 0.368824 0.283977 
-15.770655 0.368822 0.283977 
-15.770580 0.368821 0.283976 
-15.770504 0.368819 0.283976 
-15.770428 0.368817 0.283975 
-15.770352 0.368815 0.283975 
-15.770276 0.368814 0.283974 
-15.770200 0.368812 0.283974 
-15.770125 0.368810 0.283973 
-15.770049 0.368808 0.283973 
-15.769973 0.368807 0.283972 
-15.769897 0.368805 0.283972 
-15.769821 0.368803 0.283972 
-15.769746 0.368802 0.283971 
-15.769670 0.368800 0.283971 
-15.769594 0.368798 0.283970 
-15.769518 0.368796 0.283970 
-15.769442 0.368795 0.283969 
-15.769366 0.368793 0.283969 
-15.769291 0.368791 0.283968 
-15.769215 0.368789 0.283968 
-15.769139 0.368788 0.283967 
-15.769063 0.368786 0.283967 
-15.768987 0.368784 0.283967 
-15.768912 0.368783 0.283966 
-15.768836 0.368781 0.283966 
-15.768760 0.368779 0.283965 
-15.768684 0.368777 0.283965 
-15.768608 0.368776 0.283964 
-15.768533 0.368774 0.283964 
-15.768457 0.368772 0.283963 
-15.768381 0.368770 0.283963 
-15.768305 0.368769 0.283962 
-15.768229 0.368767 0.283962 
-15.768154 0.368765 0.283961 
-15.768078 0.368763 0.283961 
-15.768002 0.368762 0.283961 
-15.767926 0.368760 0.283960 
-15.767850 0.368758 0.283960 
-15.767775 0.368757 0.283959 
-15.767699 0.368755 0.283959 
-15.767623 0.368753 0.283958 
-15.767547 0.368751 0.283958 
-15.767471 0.368750 0.283957 
-15.767396 0.368748 0.283957 
-15.767320 0.368746 0.283956 
-15.767244 0.368744 0.283956 
-15.767168 0.368743 0.283955 
-15.767092 0.368741 0.283955 
-15.767017 0.368739 0.283955 
-15.766941 0.368738 0.283954 
-15.766865 0.368736 0.283954 
-15.766789 0.368734 0.283953 
-15.766713 0.368732 0.283953 
-15.766638 0.368731 0.283952 
-15.766562 0.368729 0.283952 
-15.766486 0.368727 0.283951 
-15.766410 0.368725 0.283951 
-15.766334 0.368724 0.283950 
-15.766259 0.368722 0.283950 
-15.766183 0.368720 0.283950 
-15.766107 0.368718 0.283949 
-15.766031 0.368717 0.283949 
-15.765956 0.368715 0.283948 
-15.765880 0.368713 0.283948 
-15.765804 0.368712 0.283947 
-15.765728 0.368710 0.283947 
-15.765652 0.368708 0.283946 
-15.765577 0.368706 0.283946 
-15.765501 0.368705 0.283945 
-15.765425 0.368703 0.283945 
-15.765349 0.368701 0.283944 
-15.765273 0.368699 0.283944 
-15.765198 0.368698 0.283944 
-15.765122 0.368696 0.283943 
-15.765046 0.368694 0.283943 
-15.764970 0.368693 0.283942 
-15.764895 0.368691 0.283942 
-15.764819 0.368689 0.283941 
-15.764743 0.368687 0.283941 
-15.764667 0.368686 0.283940 
-15.764591 0.368684 0.283940 
-15.764516 0.368682 0.283939 
-15.764440 0.368680 0.283939 
-15.764364 0.368679 0.283938 
-15.764288 0.368677 0.283938 
-15.764213 0.368675 0.283938 
-15.764137 0.368674 0.283937 
-15.764061 0.368672 0.283937 
-15.763985 0.368670 0.283936 
-15.763909 0.368668 0.283936 
-15.763834 0.368667 0.283935 
-15.763758 0.368665 0.283935 
-15.763682 0.368663 0.283934 
-15.763606 0.368661 0.283934 
-15.763531 0.368660 0.283933 
-15.763455 0.368658 0.283933 
-15.763379 0.368656 0.283933 
-15.763303 0.368654 0.283932 
-15.763228 0.368653 0.283932 
-15.763152 0.368651 0.283931 
-15.763076 0.368649 0.283931 
-15.763000 0.368648 0.283930 
-15.762925 0.368646 0.283930 
-15.762849 0.368644 0.283929 
-15.762773 0.368642 0.283929 
-15.762697 0.368641 0.283928 
-15.762621 0.368639 0.283928 
-15.762546 0.368637 0.283927 
-15.762470 0.368635 0.283927 
-15.762394 0.368634 0.283927 
-15.762318 0.368632 0.283926 
-15.762243 0.368630 0.283926 
-15.762167 0.368629 0.283925 
-15.762091 0.368627 0.283925 
-15.762015 0.368625 0.283924 
-15.761940 0.368623 0.283924 
-15.761864 0.368622 0.283923 
-15.761788 0.368620 0.283923 
-15.761712 0.368618 0.283922 
-15.761637 0.368616 0.283922 
-15.761561 0.368615 0.283921 
-15.761485 0.368613 0.283921 
-15.761409 0.368611 0.283921 
-15.761334 0.368610 0.283920 
-15.761258 0.368608 0.283920 
-15.761182 0.368606 0.283919 
-15.761106 0.368604 0.283919 
-15.761031 0.368603 0.283918 
-15.760955 0.368601 0.283918 
-15.760879 0.368599 0.283917 
-15.760803 0.368597 0.283917 
-15.760728 0.368596 0.283916 
-15.760652 0.368594 0.283916 
-15.760576 0.368592 0.283916 
-15.760500 0.368590 0.283915 
-15.760425 0.368589 0.283915 
-15.760349 0.368587 0.283914 
-15.760273 0.368585 0.283914 
-15.760197 0.368584 0.283913 
-15.760122 0.368582 0.283913 
-15.760046 0.368580 0.283912 
-15.759970 0.368578 0.283912 
-15.759895 0.368577 0.283911 
-15.759819 0.368575 0.283911 
-15.759743 0.368573 0.283910 
-15.759667 0.368571 0.283910 
-15.759592 0.368570 0.283910 
-15.759516 0.368568 0.283909 
-15.759440 0.368566 0.283909 
-15.759364 0.368565 0.283908 
-15.759289 0.368563 0.283908 
-15.759213 0.368561 0.283907 
-15.759137 0.368559 0.283907 
-15.759061 0.368558 0.283906 
-15.758986 0.368556 0.283906 
-15.758910 0.368554 0.283905 
-15.758834 0.368552 0.283905 
-15.758759 0.368551 0.283905 
-15.758683 0.368549 0.283904 
-15.758607 0.368547 0.283904 
-15.758531 0.368546 0.283903 
-15.758456 0.368544 0.283903 
-15.758380 0.368542 0.283902 
-15.758304 0.368540 0.283902 
-15.758228 0.368539 0.283901 
-15.758153 0.368537 0.283901 
-15.758077 0.368535 0.283900 
-15.758001 0.368533 0.283900 
-15.757926 0.368532 0.283899 
-15.757850 0.368530 0.283899 
-15.757774 0.368528 0.283899 
-15.757698 0.368527 0.283898 
-15.757623 0.368525 0.283898 
-15.757547 0.368523 0.283897 
-15.757471 0.368521 0.283897 
-15.757395 0.368520 0.283896 
-15.757320 0.368518 0.283896 
-15.757244 0.368516 0.283895 
-15.757168 0.368514 0.283895 
-15.757093 0.368513 0.283894 
-15.757017 0.368511 0.283894 
-15.756941 0.368509 0.283894 
-15.756865 0.368508 0.283893 
-15.756790 0.368506 0.283893 
-15.756714 0.368504 0.283892 
-15.756638 0.368502 0.283892 
-15.756563 0.368501 0.283891 
-15.756487 0.368499 0.283891 
-15.756411 0.368497 0.283890 
-15.756335 0.368495 0.283890 
-15.756260 0.368494 0.283889 
-15.756184 0.368492 0.283889 
-15.756108 0.368490 0.283888 
-15.756033 0.368488 0.283888 
-15.755957 0.368487 0.283888 
-15.755881 0.368485 0.283887 
-15.755806 0.368483 0.283887 
-15.755730 0.368482 0.283886 
-15.755654 0.368480 0.283886 
-15.755578 0.368478 0.283885 
-15.755503 0.368476 0.283885 
-15.755427 0.368475 0.283884 
-15.755351 0.368473 0.283884 
