0.500000 6
1.500000 30
2.500000 95
3.500000 238
4.500000 259
5.500000 455
6.500000 907
7.500000 1273
8.500000 1869
9.500000 3363
10.500000 5147
11.500000 8571
12.500000 11330
13.500000 15650
14.500000 16710
15.500000 19016
16.500000 18647
17.500000 20464
18.500000 21223
19.500000 18979
20.500000 20568
21.500000 20740
22.500000 17948
23.500000 19164
24.500000 18095
25.500000 15885
26.500000 15734
27.500000 16119
28.500000 16199
29.500000 16656
30.500000 17472
31.500000 18428
32.500000 20046
33.500000 20521
34.500000 21080
35.500000 22183
36.500000 23392
37.500000 23194
38.500000 22953
39.500000 19409
40.500000 14667
41.500000 12751
42.500000 10513
43.500000 8852
44.500000 8953
45.500000 8271
46.500000 7413
47.500000 7673
48.500000 7189
49.500000 7728
50.500000 7599
51.500000 7477
52.500000 7743
53.500000 8066
54.500000 6761
55.500000 7199
56.500000 7388
57.500000 5451
58.500000 5734
59.500000 4490
60.500000 4628
61.500000 3097
62.500000 2929
63.500000 3419
64.500000 2138
65.500000 2272
66.500000 1949
67.500000 1918
68.500000 2875
69.500000 1807
70.500000 1811
71.500000 1830
72.500000 1723
73.500000 1668
74.500000 1704
75.500000 1677
76.500000 1592
77.500000 1688
78.500000 1587
79.500000 1675
80.500000 1610
81.500000 624
82.500000 1438
83.500000 1498
84.500000 1451
85.500000 1462
86.500000 1305
87.500000 438
88.500000 1190
89.500000 1251
90.500000 1134
91.500000 1111
92.500000 331
93.500000 1100
94.500000 1131
95.500000 1000
96.500000 270
97.500000 1046
98.500000 937
99.500000 239
100.500000 945
101.500000 1011
102.500000 246
103.500000 932
104.500000 934
105.500000 194
106.500000 938
107.500000 936
108.500000 198
109.500000 937
110.500000 155
111.500000 932
112.500000 917
113.500000 219
114.500000 1013
115.500000 212
116.500000 963
117.500000 1066
118.500000 421
119.500000 1254
120.500000 508
121.500000 1459
122.500000 704
123.500000 1926
124.500000 1002
125.500000 2187
126.500000 2000
127.500000 951
128.500000 2779
129.500000 818
130.500000 2467
131.500000 954
132.500000 2027
133.500000 898
134.500000 1608
135.500000 861
136.500000 1504
137.500000 581
138.500000 1468
139.500000 590
140.500000 1320
141.500000 567
142.500000 1095
143.500000 516
144.500000 462
145.500000 968
146.500000 479
147.500000 1057
148.500000 332
149.500000 942
150.500000 453
151.500000 922
152.500000 302
153.500000 1044
154.500000 306
155.500000 284
156.500000 944
157.500000 314
158.500000 836
159.500000 278
160.500000 875
161.500000 266
162.500000 273
163.500000 854
164.500000 336
165.500000 883
166.500000 290
167.500000 223
168.500000 899
169.500000 279
170.500000 921
171.500000 290
172.500000 231
173.500000 893
174.500000 245
175.500000 843
176.500000 235
177.500000 174
178.500000 821
179.500000 223
180.500000 797
181.500000 165
182.500000 137
183.500000 818
184.500000 172
185.500000 65
186.500000 796
187.500000 169
188.500000 754
189.500000 110
190.500000 101
191.500000 773
192.500000 101
193.500000 82
194.500000 780
195.500000 83
196.500000 51
197.500000 772
198.500000 76
199.500000 787
200.500000 39
201.500000 79
202.500000 755
203.500000 31
204.500000 83
205.500000 819
206.500000 55
207.500000 51
208.500000 811
209.500000 37
210.500000 45
211.500000 770
212.500000 36
213.500000 46
214.500000 894
215.500000 15
216.500000 61
217.500000 899
218.500000 18
219.500000 34
220.500000 1028
221.500000 12
222.500000 22
223.500000 49
224.500000 1014
225.500000 27
226.500000 53
227.500000 1158
228.500000 43
229.500000 88
230.500000 1212
231.500000 44
232.500000 110
233.500000 1361
234.500000 65
235.500000 57
236.500000 1712
237.500000 108
238.500000 101
239.500000 219
240.500000 1987
241.500000 149
242.500000 346
243.500000 2488
244.500000 252
245.500000 329
246.500000 656
247.500000 3681
248.500000 641
249.500000 1589
250.500000 6309
251.500000 1694
252.500000 4701
253.500000 382
254.500000 33063
255.500000 0
